UUID,VIN,Make,Model,Mileage,Year,Price,Zip Code,Create Date,Update Date,String column,Number column,Date column
712282541003,931669004,ENBB,NADF,238835,2000,"$7,304.00",94556,10/9/2019,10/20/2010,MDFP,1023416,41986
148636306886,581745102,WPOI,EFLU,66277,1980,"$15,602.00",8697,2/11/2012,8/2/2011,YJYK,425542,38637
433691380188,512300367,AAOI,LFUL,62548,2006,"$5,985.00",74594,10/3/2012,10/27/2016,OVIU,689467,43903
641699654259,657357832,RHMM,TRBA,248132,2001,"$5,082.00",78768,2/15/2019,12/24/2012,RLET,1366210,42523
276324239553,974032737,MGWU,OJCD,152395,1988,"$18,804.00",90304,10/24/2010,5/8/2015,GDSL,488174,38827
510498253717,533681410,VVYJ,LLHS,148790,2007,"$28,148.00",48826,3/21/2019,10/17/2018,JCVC,859271,39540
419286728291,922243669,IHFC,NFEJ,91734,1996,"$18,918.00",23620,11/24/2011,10/6/2015,XMPH,87282,44181
629998854252,970895980,MPIJ,OIYL,153748,2001,"$29,320.00",59337,11/23/2015,3/27/2009,LCOO,914020,40806
799303568741,793163226,TRMO,DQKX,232287,2002,"$29,152.00",97642,7/14/2013,1/22/2017,YUBG,1197044,43148
649166356084,257085675,DTJV,WLYK,28734,2016,"$22,865.00",60624,12/27/2020,9/4/2017,EUFM,882999,43158
514942331346,169581159,OJII,KYQO,189737,1990,"$20,497.00",88405,6/23/2010,10/8/2007,JUOL,1249235,41355
603021140329,164323426,MIBK,FFMR,81631,1988,"$20,544.00",60492,9/11/2013,2/21/2005,TFSJ,815742,39107
844872379643,398859899,DDWP,NQFY,162395,2013,"$27,854.00",75677,10/26/2016,1/10/2009,ABXE,1498712,41391
975973663040,147036258,YPCH,RQNW,213158,2011,"$15,199.00",34101,8/8/2005,3/29/2005,FPJH,1013176,41655
642700450074,959027830,MPDV,DKPB,56278,2007,"$11,388.00",54805,4/24/2011,5/30/2018,PIEF,1240973,43999
438032706659,620886715,GUNH,WNFG,121808,2022,"$14,766.00",84332,9/28/2007,7/18/2013,MSVA,798061,41019
810903185652,223349114,MJJE,WMXO,62135,1991,"$28,402.00",92859,4/27/2019,6/7/2010,HWJR,231524,40991
722008181530,478753660,LYBH,HDGT,166971,2004,"$19,013.00",65891,7/19/2015,11/26/2014,NIMJ,800217,42810
448048521966,165919494,DDNX,XITW,204090,1998,"$13,444.00",96000,8/13/2014,6/18/2009,KCDW,1018483,42299
612002400636,487569979,GRBO,MJOR,151208,1995,"$7,621.00",20880,6/26/2005,11/14/2013,MSHU,59163,43412
451096849833,573196162,KGCW,VWOO,131472,2005,"$7,019.00",24934,11/2/2012,8/3/2008,XCPS,1496586,38436
766319888721,496737173,UBFB,XMVJ,216266,2018,"$12,562.00",63568,9/17/2014,11/7/2007,YKYS,1080025,39057
265152166328,779424078,SYEX,MFNO,51970,2013,"$18,702.00",10479,6/7/2010,1/19/2017,JLYI,950397,41051
491760353932,976853886,XPQS,UWUP,149887,2009,"$12,409.00",51039,11/5/2013,6/2/2007,EWUT,215274,39590
141456136332,510969306,XHHK,EHPI,130749,2008,"$13,575.00",61176,4/27/2011,4/2/2006,MCKF,1130998,39006
131735949180,593151588,NLGS,RMXR,218223,2019,"$8,524.00",70777,12/24/2007,3/24/2015,GTUO,1003706,43081
358358502383,996728445,PSDO,PFFT,91356,1999,"$18,741.00",44156,12/27/2015,3/8/2016,AJWM,204040,40607
983728133660,618218137,UVLG,IUOX,32216,2005,"$15,415.00",10384,10/23/2014,6/26/2005,IAGS,70545,43250
504946143883,102974795,WVST,UWJQ,45901,2009,"$5,257.00",54151,6/23/2019,7/2/2017,BDRF,462904,39224
948543862674,265518051,CDYE,WTGN,203847,2016,"$14,856.00",75381,12/3/2006,10/26/2007,CNVO,727175,41867
431268661062,462966790,SCSC,RKAV,13633,1989,"$11,320.00",54003,5/29/2006,5/3/2007,RUGD,1162687,42291
256224029174,711404438,HEIN,UPQI,137095,2001,"$13,266.00",23501,9/8/2008,9/23/2007,QGMW,354562,41442
348775630592,558932715,TOYY,KBDN,121926,2016,"$22,331.00",83865,11/21/2018,5/15/2008,WEPY,1170002,39978
353196104349,396595534,NAAH,GOQY,162945,1980,"$21,773.00",55509,2/28/2011,3/3/2012,YDEM,934324,42946
168605158276,649020525,KIJV,GFYK,243326,1996,"$17,551.00",51440,12/8/2019,7/21/2006,OCOC,1092645,39219
459553992839,506601877,PVFW,NWLU,48150,2017,"$11,362.00",69076,11/19/2015,3/1/2007,TCPS,161766,44251
600472028706,119639239,FXSM,BNGI,174180,2000,"$10,308.00",58434,5/14/2014,6/23/2015,BYBC,1259283,40965
471710046854,417796174,PYPG,CSPG,32635,2018,"$21,387.00",51656,2/25/2012,5/4/2010,YEQA,419241,40884
490649855080,347307124,HYJD,YPCV,39025,2008,"$7,960.00",10411,6/22/2007,5/20/2012,HQFW,343580,39273
946930766978,325485811,SDHY,FILB,2912,1981,"$16,816.00",77037,1/26/2008,7/11/2019,DCKN,1289443,41686
551285551132,519461306,EHQO,HRNB,226221,2016,"$19,449.00",40292,1/16/2012,11/17/2014,HSNU,127925,42134
535580971827,201560150,REJD,MXHA,88123,1996,"$10,408.00",26959,6/1/2009,7/25/2019,CKBR,1369667,40787
655204347616,144289073,YPUD,FXBY,212692,1993,"$29,911.00",37199,6/13/2007,5/14/2016,BYXP,508819,41334
542721122357,241436212,GIPL,SELP,152159,1993,"$23,929.00",90795,10/13/2006,4/9/2012,YQAL,1475691,38361
528446729351,161936186,FHBV,RDKB,102387,1982,"$5,293.00",69512,7/6/2016,11/3/2010,EAIP,618566,40110
291795811194,177822147,LWUB,ICQY,52690,2000,"$17,831.00",92285,12/4/2010,12/16/2008,VBTG,1400372,42454
837825345282,897672407,POMF,CRCG,79491,1990,"$26,782.00",76921,2/5/2013,2/18/2013,CNRC,49327,39330
513602323494,757280752,XQLJ,LPWG,218988,2014,"$14,949.00",50006,5/12/2009,1/25/2009,JGBS,690814,44006
421414607915,698798625,IDHU,JAER,61271,2004,"$13,338.00",53911,1/27/2017,9/30/2010,LJEL,836507,42635
897929458485,585034263,ERWF,FTNU,61598,2008,"$13,718.00",27966,6/28/2018,1/9/2019,GODG,1381523,40888
257513566389,706127335,YROK,LCTT,188871,2004,"$16,224.00",75049,9/22/2013,10/10/2013,SBKT,790613,40774
872917221907,954552467,STHM,IJVI,34678,1990,"$8,754.00",62230,1/11/2010,4/30/2012,OVUX,190001,41446
781491142501,895434209,CUDY,KMIQ,213557,2009,"$6,584.00",9401,10/28/2006,11/24/2012,IYKQ,1241938,40384
438325585724,447166816,PIFI,RYDL,204118,2010,"$17,045.00",29798,6/22/2010,1/28/2009,CEXP,323291,44047
192084900750,509851949,YCYG,UFSG,42984,2020,"$25,578.00",21446,11/10/2006,9/25/2009,TAIQ,1485913,38426
188848066263,139521399,JALD,UBFO,204077,2013,"$10,145.00",35537,10/16/2015,2/5/2013,BTUE,461928,42888
499040690873,699058400,PBQQ,WHUY,7436,2002,"$11,870.00",63460,4/29/2015,1/3/2007,PDGO,1041742,44003
158007746657,514690177,YMLT,BANY,138988,1981,"$5,048.00",43375,5/10/2009,6/28/2007,JWTS,1284016,38369
145129096740,501413200,GJTN,QMXY,32894,2018,"$17,217.00",79053,6/3/2013,4/1/2018,HYUN,1376789,38930
872987170368,578154302,WFKP,BGGN,34065,2021,"$17,625.00",38262,1/4/2021,3/6/2016,YPPD,1341975,39186
838042090368,299846549,YYWC,AJJU,28965,2013,"$19,366.00",79589,10/28/2017,8/10/2010,FVVN,88167,38965
587236636612,419748818,GOMH,KNGK,46404,2006,"$8,686.00",27842,11/6/2018,4/7/2017,NVUS,185122,39844
384761558680,658037634,MFQR,OEXV,34177,2015,"$25,222.00",39750,5/5/2005,8/13/2010,FNCX,1428538,38586
597464173867,394675523,LEOS,JCVO,41655,1996,"$12,913.00",37068,6/21/2008,7/9/2009,MTWM,815236,39896
573813126042,389790842,IQQY,UNXC,30277,2018,"$19,588.00",21271,6/6/2017,2/26/2010,PDFR,1370349,42699
821523486786,873569723,KMJJ,GUEH,189053,1995,"$8,622.00",7862,12/29/2014,6/21/2012,LQBX,1276766,39707
573299517834,928887641,MMJI,PLSG,233746,1992,"$17,238.00",55807,12/16/2009,3/27/2008,WGJE,747780,39442
625996509871,306547578,UBAO,DXSP,248380,2001,"$5,941.00",39893,5/31/2007,5/17/2019,MXWS,838247,40821
136486911882,779235878,PNMT,ABWQ,92513,1999,"$28,567.00",50226,1/20/2009,3/2/2015,XKBI,1004517,39535
529429627611,377605068,CDJD,PCHM,59824,2010,"$23,617.00",30868,3/1/2017,5/30/2005,HSDL,1298676,39435
446545188717,123847341,GMHO,PWIF,20661,1992,"$16,842.00",67002,12/17/2013,1/20/2012,LPVT,238069,40870
747062233979,482458337,TCPE,FWJJ,85968,1981,"$19,755.00",36504,5/19/2012,1/28/2014,VFUQ,554512,40095
710181468976,926845484,MLEF,HOLG,87706,1980,"$9,596.00",45665,4/21/2005,1/2/2006,UOTU,744681,40321
383626049069,828990532,MBTC,PGBF,32561,2005,"$8,326.00",45620,6/10/2006,6/15/2012,ETPH,811199,39867
581533744704,253955222,TTAL,UPMA,246736,1980,"$22,000.00",80618,12/4/2009,12/15/2017,QJBG,1461491,39026
465850840300,939297379,VFTW,MKKG,39707,2022,"$20,563.00",86105,11/8/2017,5/29/2005,HJXF,197355,41043
575793369520,775179272,NQAK,RQHL,197637,1996,"$24,094.00",38715,9/15/2016,5/26/2015,VMVF,57563,40724
749457145208,475608273,GUNY,KOKQ,138610,2018,"$25,289.00",57598,11/2/2017,3/18/2010,QGVL,686726,42356
712404732893,767859451,OMOQ,GNPK,19478,2003,"$9,473.00",64399,9/14/2006,8/7/2018,TYFN,699901,42041
845730170837,139122831,MIFR,SNWU,56540,2008,"$29,173.00",48837,6/5/2013,11/29/2019,EJRS,274458,42013
713958654551,661107860,ENYN,YWOA,56823,2019,"$9,680.00",79391,5/6/2011,7/29/2013,TRPM,298714,41661
719646563874,816375110,TLCX,QNHU,203011,1984,"$26,313.00",97000,11/12/2012,1/26/2015,FYJH,1091841,40118
715481991743,313534525,NMLF,LKBK,194801,2009,"$23,134.00",81004,10/18/2009,3/6/2009,NHXG,933766,40389
789674191018,907764904,RITJ,MLNA,184673,1987,"$16,167.00",95944,9/25/2019,7/8/2015,CECC,841608,38751
603963041283,487971618,DBQU,GRSA,15420,1997,"$15,536.00",92222,8/13/2005,12/27/2009,NWMH,1430944,39692
853803315451,848333667,RUTS,JABQ,221861,1987,"$21,577.00",55847,11/22/2005,7/10/2008,GNQL,255486,44286
986697036671,729986405,ROSY,FJOI,217456,1986,"$6,172.00",26569,2/24/2018,9/1/2011,YGUU,704422,40657
217428825411,372981782,CJLO,JKET,30414,1995,"$9,489.00",62051,1/28/2012,2/18/2007,ADJQ,1078658,42001
364246580429,804688957,MIUE,DESC,165781,1988,"$23,452.00",31047,11/27/2018,9/13/2006,SKMI,1341494,41228
667030384405,933706336,KRCS,ITEX,213778,2021,"$5,486.00",12170,8/12/2014,4/12/2009,GDSH,43212,42507
577167282942,939786855,VYAO,KQDI,23825,1986,"$28,174.00",35685,8/19/2011,7/20/2008,EBGT,322095,42836
225149600910,811977894,QNRP,IKJM,27033,2006,"$29,541.00",22195,8/8/2007,7/29/2016,FGCN,1373571,41580
880636209685,235945295,HNVF,FGSU,27826,1997,"$22,767.00",13511,9/4/2018,5/8/2006,DNLN,1035802,44246
113207576747,497278861,BEJQ,XMAU,102393,2008,"$21,755.00",61287,11/1/2006,9/23/2015,NCUO,557260,38579
436040887334,670015396,IKSM,RSYT,3106,1984,"$27,827.00",80466,5/24/2014,9/16/2006,CYPG,1102044,41862
710827353981,705614592,LLMI,LVRU,76636,2019,"$13,508.00",86135,8/30/2011,10/30/2007,GAGL,760599,39464
259552580321,847145000,VXXV,PRHK,239184,2010,"$13,574.00",1445,11/26/2010,10/6/2012,OWCL,1228195,43218
925415439886,867312266,LNRT,KWAO,242525,1983,"$11,212.00",16865,4/11/2010,9/15/2019,BRYJ,841675,42251
333646140229,176551149,WUEN,SPXR,225349,2008,"$15,824.00",22297,9/21/2006,3/14/2006,FCFD,1454896,39486
411024966824,619787183,IFGQ,PVMK,227498,2009,"$22,417.00",2950,4/22/2010,1/12/2005,GMVC,716203,40415
325176745823,807984621,FRCJ,FBGR,234234,1981,"$10,121.00",94570,10/22/2010,1/3/2011,WNCU,933424,40506
108485756722,741639380,MJCU,MELY,246976,2004,"$19,583.00",27722,11/5/2020,8/17/2006,PCYA,681011,44076
802533712530,284644624,EKRG,BSYY,179055,2015,"$10,165.00",71456,1/27/2016,3/13/2016,FKRJ,1104496,39669
122280292312,573212130,WIUC,OCMX,70757,1998,"$16,270.00",60039,8/30/2005,7/28/2019,AUQU,231141,42898
651924441880,839305788,BJST,ADXF,111862,1988,"$5,376.00",21874,2/14/2006,4/9/2014,CIYG,342665,41780
226809401081,494683302,KQNI,TEWN,4948,2014,"$23,830.00",80333,11/8/2007,4/6/2020,PTUR,170341,40773
239176199416,587313381,LSUW,HSDX,85283,1988,"$7,630.00",72022,7/12/2017,2/17/2016,RXJS,992425,39533
673987331154,205262954,OBVD,DTOB,105168,1998,"$9,788.00",42403,12/2/2005,2/8/2019,MPHX,1399464,41325
286564658441,989312845,EDKA,VWXS,137696,2001,"$13,074.00",47504,11/28/2019,9/27/2007,WUAR,1433350,44105
694301604611,340843388,TJVY,GOLU,45675,1999,"$14,703.00",21454,6/12/2009,1/1/2016,WVOT,1263320,42126
354889763086,362342909,SQML,HWPH,236255,1993,"$5,681.00",57282,4/29/2017,11/30/2017,PDWX,322820,40809
878649819932,827512420,VUFH,RIHQ,44373,2018,"$8,432.00",90400,12/31/2015,10/2/2006,XGLP,459621,42260
367932593002,887290066,IESK,MVOS,142047,2017,"$25,392.00",56213,11/16/2008,1/1/2020,HIVQ,879096,39435
652818824668,535025119,YMMY,LDPJ,106209,2014,"$24,801.00",40531,4/30/2005,11/19/2008,XUGX,468892,43797
550969163827,578538508,DJFY,POCA,186497,2019,"$28,416.00",14331,12/31/2013,3/21/2015,WGAC,349158,39765
310108594897,628283449,HOMK,VLDB,41248,1986,"$21,802.00",57218,8/7/2019,1/20/2014,TWPW,174892,40414
596424651792,265630135,CKTP,AINK,93614,2013,"$12,595.00",47100,12/6/2020,9/2/2005,GXCT,328948,41386
520341907151,222048459,TPEP,VIMN,179261,2014,"$15,811.00",97330,2/18/2010,2/15/2010,NOJV,510970,42191
420077293258,662360917,JUMB,NHPB,63462,1980,"$28,485.00",55638,4/24/2018,12/14/2015,YKHN,1491282,40130
950675783374,600780810,MVPL,EIBL,241978,1986,"$9,052.00",20867,2/4/2009,4/8/2020,TFUT,469505,40325
840327198520,124285491,VKQB,NXLS,70252,1995,"$20,628.00",43839,8/2/2014,2/25/2005,AFWI,909201,39488
600883473197,143250169,DRME,FXYK,15609,2015,"$10,576.00",66649,8/24/2013,10/2/2008,SJWA,1123921,40316
843606999348,287193023,IPST,AUHC,19367,2001,"$9,094.00",20050,10/11/2015,10/2/2005,FBGA,946217,38562
304066034777,182269636,DMUH,HQMH,55906,1980,"$28,665.00",49764,2/29/2012,12/2/2017,VGTE,1353499,43993
291518771273,535680329,UTDC,GSQV,181722,1996,"$18,603.00",24572,1/26/2009,4/27/2014,ECIX,701238,41273
974348279097,870803675,DNLJ,SYNH,168872,2002,"$25,302.00",99027,7/6/2016,3/20/2009,WCAR,410132,42298
663033260783,329222125,UPYM,RPPR,89726,1986,"$11,291.00",16036,1/14/2018,5/18/2007,FIJG,825124,38541
792597368281,324287260,TTPK,HVRE,119625,1997,"$17,764.00",55839,1/24/2012,7/28/2011,XOGS,1323257,39771
699198395459,352671879,CRAG,VXQP,10427,2012,"$10,629.00",85301,1/17/2005,7/12/2013,DQQI,1050051,39450
926468849770,268111112,KJRN,ESMG,69368,2013,"$24,511.00",64058,7/7/2015,3/12/2011,OGAF,164142,43505
652199573081,506286400,VWOH,BSYL,42694,2007,"$16,730.00",75952,12/31/2007,5/19/2008,KCPW,1081140,43506
144340523611,162018478,WRSN,ATKE,173449,2020,"$14,181.00",94571,7/5/2006,8/23/2006,OTXC,430963,40510
717031500749,887324976,AUFH,JHXM,45589,2015,"$5,198.00",76895,5/18/2010,8/28/2019,SMMJ,690454,41307
936458763038,868080133,FFUL,EAAN,162408,1998,"$11,347.00",51172,10/11/2018,3/3/2011,CGDP,305888,40934
907033522571,579021766,HKEM,OWGK,144859,2017,"$25,075.00",11666,12/11/2014,8/13/2015,DPST,1173900,40411
928728717706,314734171,OOQT,VTBA,64203,2013,"$7,651.00",87477,3/20/2018,7/18/2018,VGAN,474837,39759
796467965403,874065400,EOQP,YQOO,201157,1998,"$5,615.00",97689,9/30/2018,9/7/2014,IQWX,1056438,42046
513170204508,220179225,MGPS,BLTL,28556,1995,"$28,411.00",51743,6/17/2019,6/24/2010,DQJE,1023599,42817
899361927706,347259391,NCMH,CVBG,169556,2003,"$27,943.00",49080,10/8/2006,4/26/2009,ESTM,611114,43183
917595624642,428588468,LKUD,LJIX,36189,2022,"$14,830.00",49338,9/4/2018,1/13/2006,OFQF,1052982,41572
846974887621,417202361,CNYD,QQBA,218048,2008,"$21,604.00",81209,1/14/2017,6/27/2006,NSJE,303622,41778
559312336333,781873036,EFYR,GGJA,138357,1998,"$29,624.00",35858,12/23/2013,3/5/2008,AIPT,259564,43091
512296773478,618861532,YTDR,CBUN,124152,1985,"$18,080.00",71977,8/4/2017,9/18/2011,RDAN,1280788,40656
132692352998,768087664,HYGL,DCCP,212319,1981,"$16,318.00",99775,6/19/2012,8/10/2012,XILT,112011,43427
162540316719,949862141,LHTU,QFVH,190979,1983,"$5,257.00",91678,10/17/2008,11/6/2013,UPTP,1410416,42042
947680884307,320370848,VJYD,XSCG,227549,1985,"$16,543.00",67309,6/19/2012,7/29/2006,UAEQ,1369684,41065
386089306541,463047410,FDLX,FRKB,160986,1985,"$18,040.00",23991,6/27/2008,10/28/2020,STSP,584445,40886
890440800981,173190196,VKJK,WYOM,20660,2005,"$22,518.00",26798,8/4/2019,2/12/2015,EAAN,177258,41694
983042388128,899050058,PNDL,TLJJ,35221,1996,"$8,976.00",28731,6/23/2012,2/24/2011,TPWV,900162,40051
113369587265,646578313,LWPJ,ILPN,228005,2010,"$13,125.00",71158,7/13/2012,3/4/2015,OODI,1085110,40589
955399955903,485748643,KVMR,VCBT,127800,1998,"$12,214.00",1654,5/25/2006,5/23/2007,FMDJ,47126,43106
770012862230,225265637,MXPN,AJHE,23059,1994,"$23,923.00",48558,11/7/2008,10/25/2010,FTEG,1159372,43343
518941095337,459859051,KLDB,QHMJ,186121,1984,"$23,891.00",47176,11/12/2007,9/23/2015,XVKN,1434403,38370
601578383521,324725082,BQMK,IFCW,205546,2013,"$6,196.00",79633,7/31/2011,7/16/2019,QLXA,1166622,40689
751607792848,880647126,XRVB,MCGI,2593,1992,"$19,474.00",21144,11/15/2019,7/21/2008,AUSO,278884,40021
611781783493,607035057,RQOQ,VECL,196069,2004,"$5,410.00",88783,3/21/2010,10/24/2020,NGYD,747477,41024
618239270453,430768820,PNAV,MJOE,3099,2007,"$9,531.00",17632,10/22/2009,5/9/2012,OIDM,281264,40332
861902423523,188347166,JPPV,OGIQ,192236,2018,"$29,797.00",34192,12/3/2005,9/12/2016,BHRT,299510,44001
377083930792,416286918,LOPD,TDHB,48789,2008,"$26,047.00",56700,10/4/2020,2/24/2018,CVLH,1255100,39631
199774625383,599135644,VKEP,OMNI,80170,2009,"$13,212.00",41207,1/16/2013,7/25/2012,CARN,1331746,43154
295771330347,351530318,WIIL,AUEO,130187,1984,"$19,214.00",89545,10/11/2009,8/4/2020,XFQA,777969,38767
946881255438,646135880,UETO,GWVV,234026,2014,"$20,111.00",14242,8/8/2009,3/10/2016,FIAL,243735,42330
232279194683,717014205,IAIN,AITG,144466,2021,"$9,502.00",29621,4/23/2009,9/20/2016,POHF,459095,40061
593961063333,229095523,QFUS,NVBD,1128,2008,"$7,479.00",48831,7/4/2018,11/11/2017,CECY,938257,43468
776617711569,915306061,MDOX,DGVH,108798,2008,"$10,642.00",69337,11/20/2014,8/30/2012,LQOY,137574,43853
755106282989,379621380,GOYW,VAOM,135396,2001,"$13,917.00",96327,2/23/2012,2/5/2005,XCXK,40942,41593
591026929918,983488427,HDWN,HEPG,139235,2002,"$24,894.00",73354,7/19/2009,6/13/2008,RASJ,90271,42471
456046195498,977275718,PJXA,INXT,191397,1991,"$12,809.00",64952,11/4/2006,7/23/2012,IXBX,1051417,43589
727805587326,197537577,JESY,GRBW,115620,2002,"$7,774.00",93341,5/12/2013,12/8/2005,IYUK,1037220,43574
457329725835,118741469,QGVE,XYEQ,10182,1980,"$7,374.00",21493,2/11/2007,12/3/2013,AAFY,861621,42551
874637804163,977120638,LFSU,ABDR,52990,2020,"$18,142.00",12391,5/19/2017,4/3/2007,MTOY,1109373,43505
955892055383,548729744,LGKH,RSHD,83668,1986,"$18,658.00",94620,10/7/2010,5/6/2017,ATLT,598923,39894
665444834423,255437128,YWQS,RPYV,72977,2014,"$22,849.00",57699,7/8/2009,12/27/2011,FJSD,1123428,39781
457787555711,631052855,GRRO,VKUK,118903,2016,"$8,460.00",63114,4/8/2008,5/23/2008,SEDM,27176,43379
471164211217,362033405,SWNL,KPNQ,163396,2014,"$29,751.00",70498,7/7/2020,9/16/2016,FSTC,454424,42412
254774628881,439951134,RSMK,UTBK,116025,1980,"$6,281.00",37565,9/25/2006,3/11/2018,IIFM,486317,42087
928061854636,304051648,PVEG,VXJF,61973,1987,"$6,794.00",65532,9/29/2006,9/26/2014,GXDF,154392,38730
272343362949,475674566,QBSQ,ISBS,53708,2009,"$5,608.00",42640,12/19/2015,5/1/2008,EYRF,1243082,42977
982637454572,157999635,ORNV,HXPQ,59445,1995,"$28,810.00",67307,4/1/2013,2/4/2014,RYQI,211406,39971
936389583645,765123958,VLLX,QCIA,90671,2010,"$13,769.00",66616,1/12/2009,1/6/2015,HPWP,117601,41375
301131573296,667522287,KLRG,YGSD,132045,2002,"$21,951.00",65488,4/3/2005,11/5/2020,YFDV,69649,42576
350079841264,554010036,EQAL,IYUD,134581,1984,"$11,877.00",36501,11/4/2005,6/26/2010,HBTB,1325444,40842
260132020437,608306966,WLHE,LMTY,36870,2022,"$23,031.00",71306,7/6/2014,2/1/2007,KMTX,307906,42080
196853101084,657760513,UJSX,YILT,100879,1985,"$20,756.00",79262,11/15/2006,12/7/2019,QEBW,1240107,43001
462671642281,737464358,QQFH,GXVV,144294,2000,"$23,132.00",85130,4/30/2018,1/7/2017,AACH,1024056,41450
125608987137,935876153,NKGG,GUNK,201475,1981,"$28,528.00",53859,6/6/2005,2/18/2014,BBAV,794418,42740
604186805914,507605982,NUBC,SWER,98476,1988,"$25,239.00",52069,1/18/2005,1/1/2006,EUNH,510683,42657
910900040361,630505439,DPAS,QAEH,202618,2000,"$14,587.00",54206,10/9/2005,4/13/2009,TBLF,190952,43522
295250929095,844317694,FDJP,CHYA,5112,1995,"$16,602.00",7673,6/26/2009,7/21/2019,HWET,1230698,43571
865641649809,151874996,SKTV,WVJT,216914,1994,"$29,015.00",41934,4/12/2021,4/4/2014,DOHL,733743,43392
166413858422,866540502,WXOJ,OKHP,182697,1980,"$20,377.00",14804,3/27/2019,5/7/2014,VCNY,759420,39997
963064518376,158404201,FGMD,IRIK,210311,1983,"$15,107.00",29673,3/1/2014,11/20/2014,TNCK,1183817,40909
275878025285,662068308,VPSN,WYUT,31182,2017,"$16,437.00",1223,10/29/2020,11/30/2017,ETDQ,791058,40175
165251631396,720676122,XXBR,NTRM,114973,1997,"$19,206.00",93307,11/18/2011,4/19/2005,NDOS,741448,41449
387051262236,712320371,BWKD,JKVS,196824,2019,"$19,542.00",6318,7/15/2015,1/12/2018,ERDR,193848,38599
769834520377,349079551,OLLB,GKXQ,75302,1990,"$10,707.00",95687,6/16/2008,6/8/2015,OOWX,893579,43716
111973106795,221918540,SQTB,BGIR,236854,2002,"$9,100.00",85923,7/28/2011,3/4/2019,AHPP,15633,39147
756789043626,623333464,VXJJ,RBQS,37675,1984,"$7,127.00",87905,6/26/2008,12/3/2010,FDEY,797342,43072
242767365162,637385822,ANXA,YLQX,146359,1998,"$9,013.00",53058,12/3/2014,11/27/2005,CYGD,809962,39884
621604615619,277028006,XVRJ,BPOX,236928,2012,"$18,978.00",58669,5/21/2010,7/26/2007,CLEQ,1192473,42773
238990332467,706282746,FQKC,KGYO,34313,1991,"$19,792.00",16323,4/23/2019,2/3/2005,RISB,954104,42770
217542091440,545844030,YBCS,KNXU,54568,1999,"$15,630.00",1306,8/29/2014,4/1/2019,FWBG,723339,39542
459199310503,511925725,OGNX,HGAG,164915,1995,"$27,542.00",29088,6/12/2013,10/3/2018,QDKS,583090,38659
441707578423,988643615,JUGL,FRHI,119492,2021,"$6,105.00",93414,1/28/2010,6/2/2010,RLWQ,309903,43123
833246331462,630912299,FEPK,VONM,209697,1996,"$23,271.00",63801,1/29/2019,8/28/2007,TCFM,1181211,42153
701016236487,985861806,MWKU,QOKA,127654,2020,"$19,179.00",50531,6/22/2005,2/12/2016,WXAN,1057916,41648
663509772997,470250472,BLRQ,BNLX,49925,1987,"$9,386.00",54700,10/17/2012,3/10/2019,LKLG,1326372,41620
993887552055,729595625,JDMP,IKUX,50108,2004,"$5,160.00",44915,1/31/2008,4/14/2014,FISY,1063859,40636
822122870578,500003760,GLQO,KQHE,112472,2008,"$7,400.00",7011,7/22/2019,7/24/2020,FOOF,1022595,41658
871093789297,659812698,XTDG,NRLF,236922,1983,"$6,371.00",28710,2/24/2020,5/2/2006,YVQN,1231132,42287
813671570358,665883302,BVGA,JJJJ,239174,2001,"$13,722.00",94825,9/6/2009,2/22/2016,BDDB,42387,43769
469285279626,106831004,UUTE,ROHV,151097,1983,"$14,533.00",80444,5/12/2013,8/8/2008,WOYG,840049,38657
693050975912,736820284,BLXV,OIAU,129036,2014,"$29,651.00",77093,5/22/2014,9/5/2010,EMIV,784069,38551
988357131317,352613368,JYEF,TGVS,209413,2014,"$12,908.00",740,7/30/2013,10/31/2009,EVDB,791595,42445
843240206577,265722041,TVOA,XTIH,65820,1998,"$23,080.00",60474,4/11/2005,7/6/2006,PGBR,333664,43479
849336872279,773742657,YEXC,DFDI,52541,1999,"$9,103.00",20945,7/31/2010,10/27/2019,LJVM,1140348,39468
412546445036,850656863,PBYI,CJAM,205413,1997,"$5,109.00",58811,5/2/2019,12/14/2006,XNXF,143122,41082
183502415389,423778337,NJMF,RMFO,142153,1983,"$10,465.00",93558,1/4/2014,11/4/2008,XSWL,1221542,39336
403050860878,819737239,HWVK,MTLQ,3178,2004,"$9,414.00",16150,6/23/2007,4/15/2008,FALS,474181,38613
771945251303,918938424,MQJL,EBOA,217726,2002,"$8,138.00",10,4/17/2011,6/11/2014,YODX,270036,41464
667055293517,499905830,FNTR,WDLS,154375,1986,"$29,376.00",18728,4/19/2017,8/3/2009,EFKF,597812,44191
254041222522,620907839,KIAG,QMGX,147305,1982,"$25,347.00",16647,7/4/2016,5/17/2014,XIIO,510866,42374
564576694788,999409718,UDEM,HJXO,124949,2009,"$11,245.00",61522,5/18/2011,6/21/2019,FPRB,959126,38956
724865521154,546565484,FPRT,CRME,232338,1999,"$15,562.00",8602,4/18/2018,3/28/2019,NGBJ,1113462,42900
728480596958,450530062,KHHG,MFEK,206088,2017,"$20,836.00",17274,7/4/2005,4/10/2016,JALX,90756,41913
737381200458,154379671,XLLQ,CMPG,195568,2000,"$21,816.00",91070,11/15/2018,3/30/2013,JYYM,45399,40888
473610950029,745475250,IRXB,UIFP,199018,2008,"$14,089.00",86585,6/15/2007,9/15/2011,PGBR,833804,41633
