Create Date,UUID,Date column,Model,Mileage,Number column,Year,Make,Price,Zip Code,Update Date,VIN,String column
2/26/2014,122598413444,42630,LKKR,128119,454714,2011,YFGI,"$6,341.00",92048,2/24/2020,587883086,PVDI
2/14/2006,753744560131,43844,GFDE,181236,957297,1987,ARTL,"$11,839.00",86941,12/31/2019,307484414,WVPU
6/7/2014,857753764911,42407,JFBL,130626,1434977,2019,QOPA,"$22,782.00",93351,3/13/2012,775265569,OYYG
10/19/2018,727853395635,39422,DUGC,222811,241002,2015,UEJS,"$19,023.00",66818,3/12/2006,702369344,KTMU
6/16/2012,559213331354,43735,TASE,23247,122243,1995,LHIT,"$21,838.00",4559,1/14/2015,721997005,SBYO
10/26/2015,124495682462,39080,MLHY,153589,1440241,2011,DPIE,"$24,459.00",62419,11/20/2020,519469705,GDWD
2/12/2010,963058073133,42821,VPHV,167346,1176605,2001,GVDO,"$17,708.00",86294,8/17/2005,397045668,WGLF
6/24/2017,164159876172,41724,KYTV,47754,828496,2011,JIKO,"$26,614.00",34817,9/29/2007,954330878,HXDG
6/1/2005,517316152896,43890,OIIE,168239,1439136,1996,LIXB,"$11,088.00",63356,8/5/2009,451470350,IMYP
1/13/2012,648996784724,40682,VVND,120852,1033457,2002,ORFS,"$19,085.00",12372,2/2/2018,541665912,XQBP
5/24/2020,617860990278,41781,QFAW,15187,459932,1985,GDII,"$25,342.00",62277,5/2/2016,122319069,TEPS
9/3/2011,762271862747,44132,OCJD,117364,1318980,2009,BDXR,"$24,379.00",88404,11/9/2014,335856549,KHUD
12/9/2019,109505488969,39298,BGTJ,90839,660989,2003,VTIE,"$25,711.00",18438,9/28/2016,163055035,IEAF
8/28/2015,462151751761,41952,KTRS,249521,889176,2013,NBUJ,"$23,372.00",52004,6/2/2011,383438158,COUR
7/27/2010,909721289926,41844,RYQI,50431,1228977,1985,FHQJ,"$24,264.00",66688,7/20/2005,882786910,DQGV
4/5/2020,568755286545,38937,PQYY,139396,811794,1994,GMBO,"$24,531.00",75020,11/23/2020,105868558,NLQC
1/30/2009,654199487834,40890,UAXX,213215,563108,2005,TPIM,"$26,867.00",89805,5/1/2005,414271365,YHUH
10/6/2013,104622705152,39191,YNAD,6972,108293,2011,JIXT,"$21,820.00",30798,4/4/2019,157706258,TSNE
6/2/2006,223351392118,41671,KJKQ,228195,172384,1980,IULQ,"$12,302.00",4498,2/7/2016,919354729,CBGX
6/7/2017,238281344895,41473,XQNY,190317,643661,1987,HVJL,"$21,490.00",61316,6/6/2012,106016375,NDVN
6/3/2007,893568045086,40778,NHQS,92980,271387,2004,SFFB,"$26,598.00",41474,4/14/2020,988525419,USHQ
10/9/2009,555933915080,38668,YOCN,165212,793923,1995,OKQT,"$15,675.00",47173,6/12/2012,112966964,GFWX
10/15/2011,756160702133,40120,FICD,106064,617570,1997,FCPJ,"$11,493.00",45831,5/18/2013,514677574,YSOV
3/16/2010,500294550179,40843,THYF,187689,690472,2013,KTKS,"$17,942.00",85685,7/14/2017,137067114,EOOK
2/23/2016,557759175581,39973,MLBX,30787,1198536,2003,PUJA,"$10,147.00",28581,4/18/2014,968958870,HQTC
11/15/2020,541397388646,38929,GUVQ,196880,451374,1995,XUGE,"$15,484.00",94958,7/12/2018,286538997,JEKQ
8/21/2017,368723740338,40403,SEOI,196733,1406824,2022,LDKE,"$18,332.00",26795,4/13/2013,785436138,QDXX
11/9/2019,600254914286,39501,JVUC,121412,1460013,2013,RPEP,"$17,632.00",42989,4/24/2012,618428359,JNBW
5/13/2008,168818465774,39370,GDCA,169751,996249,2002,HXYB,"$12,255.00",36031,3/20/2018,860806811,LWXI
3/17/2011,421322699229,39991,YNJT,118208,969379,2002,LFXY,"$26,173.00",40217,5/29/2019,932074167,NWAU
1/11/2006,522800555748,43957,AVVQ,43901,578115,2008,DHGM,"$26,420.00",17333,6/4/2019,392879480,OGBB
3/21/2011,367910623204,39418,NEPK,225677,142516,2004,NYFP,"$13,105.00",28762,9/27/2020,328621801,XMAC
2/14/2006,881314054191,40151,RFLI,202582,1202771,1992,YBSG,"$29,687.00",25236,11/21/2013,547215626,ALPF
8/15/2019,400368210144,41505,LWKT,66122,494588,2001,CCRO,"$23,769.00",82108,7/11/2015,617833716,SOUE
11/2/2018,995962927001,43416,JCPL,9049,1095847,2016,IFCI,"$25,543.00",71381,2/4/2013,243158857,VISJ
3/9/2020,539765131380,44073,SYBW,87946,538605,2021,KSQF,"$6,504.00",83167,8/23/2007,138294961,WGJV
4/30/2006,250917788855,38390,CJQR,128609,1375358,1988,JODM,"$27,999.00",19294,1/29/2011,459273353,ARAB
3/1/2019,739910109748,39437,JUSQ,130329,18295,2013,GNIP,"$9,651.00",47301,6/8/2018,301311792,FJMX
12/2/2013,138930302604,38687,QTMH,115420,383030,2006,SUEH,"$11,988.00",83636,7/28/2013,652589501,HWFU
5/19/2017,903234366220,42477,QPPD,213407,939234,2012,MFTH,"$21,569.00",78589,7/17/2008,276753129,QRDI
2/18/2016,407056257812,42964,DPUP,117285,753183,2002,FMVR,"$17,642.00",86339,12/31/2013,977430791,SPYV
2/16/2017,916950485945,41923,DJCR,95090,766221,2011,HPCO,"$12,785.00",3866,9/2/2005,160494660,CMCW
11/11/2008,159395538103,43984,TORN,219689,1441069,1995,XYVE,"$29,593.00",51984,3/8/2019,847216167,MIPW
1/8/2019,235946846284,44164,KBHY,118104,354604,2014,UXNU,"$20,203.00",88994,4/27/2005,418013165,JYUS
9/20/2010,581234087045,38525,OMGE,167912,1488452,1988,AHBM,"$8,014.00",25805,4/21/2018,858542815,UDAA
11/9/2015,949355167431,39683,QOOL,213348,818832,1990,PJAC,"$17,476.00",57622,1/7/2011,702376367,SGQY
5/12/2015,474421084311,40257,RFOI,186376,576724,2008,WLVT,"$24,619.00",84963,5/8/2008,650921444,MNSR
3/20/2011,485221150920,40181,EANG,214418,1383767,1997,ACYA,"$27,306.00",64046,12/24/2011,233025160,FVNW
8/5/2016,108744814087,40917,IKYL,188513,891724,2005,BGNO,"$23,017.00",23010,11/11/2006,500434354,DYMS
8/25/2013,799106260486,43869,GXSF,226988,191205,2010,VSJB,"$24,067.00",11594,12/15/2005,675308795,YFAX
1/26/2017,772411998457,42329,SMJS,30973,632771,1989,ECWC,"$15,069.00",99579,7/29/2010,191803806,DYOM
1/23/2011,269963211751,40212,KKKI,31616,1268674,2002,LEXI,"$18,097.00",6445,9/26/2011,730977730,BQGD
7/18/2015,978223103270,41724,NQAE,92781,871871,2022,JKRP,"$27,998.00",13725,12/15/2012,314197112,SVFB
5/17/2021,772774393724,38384,CFMM,248362,342809,1985,PABK,"$27,394.00",27535,5/15/2019,783345580,IJGJ
3/13/2005,365223082745,43750,NXWF,207168,1369394,1997,KFQW,"$21,441.00",26390,10/12/2008,822665891,LJMP
10/1/2016,690056639633,39221,LDCH,200990,455863,1980,GUDO,"$7,818.00",17092,3/29/2011,304497033,RAMR
4/28/2005,350855385721,39562,XJJO,22979,1311495,1991,EMNW,"$25,704.00",92275,2/8/2021,573348276,BFQG
6/11/2020,161559650811,43520,KTIQ,174598,1053773,1993,JEHR,"$22,987.00",27401,10/1/2012,337946941,QNSV
9/1/2005,391133307429,40406,AQNM,96265,1027500,2022,JVPQ,"$6,257.00",75976,6/6/2007,408191999,TIAM
12/6/2008,996777314069,41027,VTEK,120439,695703,1989,PGMN,"$29,535.00",29412,1/7/2012,801069288,WLQL
7/25/2017,509054170613,42816,DHGB,109538,270242,1998,LAKK,"$28,007.00",4281,11/10/2006,148533433,BKHI
9/24/2006,902020155035,41376,QLFT,162863,975263,1989,XOTH,"$23,768.00",12198,12/17/2012,185244295,FKQL
4/10/2011,450221126215,43165,APXQ,16155,142896,2019,KXAV,"$23,935.00",23744,5/14/2013,878756396,MJJK
4/15/2017,311845191846,40097,XWTJ,45495,713229,2014,ARQK,"$16,725.00",1500,6/25/2009,866160936,QWTO
5/4/2015,523014525182,44194,LLQA,13820,311083,1989,SWUT,"$25,712.00",88221,1/11/2009,716632059,CDKP
8/17/2015,993001580014,41646,CXRW,194489,927498,1986,VDPN,"$15,415.00",55830,1/19/2006,515520422,XETH
2/9/2017,615100400080,40915,GPIO,67668,801535,2004,LLKR,"$15,654.00",38464,11/6/2008,188792987,RTMI
1/30/2018,282432917812,40036,JJFN,45417,1206037,2013,QFVK,"$23,504.00",72807,1/14/2005,242280373,NPDA
4/9/2012,942809800961,39250,GRCS,122205,618345,1981,UGWM,"$10,744.00",68858,1/10/2009,853923859,LNJE
11/16/2009,574300154891,41118,SINS,75797,149645,2002,NFML,"$21,686.00",52332,12/22/2011,995643093,YRLO
10/11/2014,562027338504,41084,SMIM,208238,1366012,2013,EERB,"$20,976.00",14043,11/5/2019,946270117,TBSI
1/5/2014,624783778424,43802,PAMY,68424,868490,2011,TYBV,"$16,595.00",20634,11/10/2012,462619428,YMNI
2/16/2014,733546452743,39304,EBVL,201207,216183,2003,IFEA,"$28,342.00",59879,11/10/2020,884401085,NJKD
10/9/2012,658237150007,43533,FVTS,162545,1081444,2005,MXNG,"$16,706.00",56336,6/28/2020,164897187,YCEQ
12/24/2008,910064453204,38675,ITLH,246115,1251965,1988,CHWX,"$18,845.00",63711,1/2/2016,899051774,JFLC
11/23/2019,340047381185,42938,HMNM,210129,1472618,2016,JNJB,"$9,647.00",70969,2/19/2013,347932484,RQPA
4/2/2021,571586699429,43009,TXOY,243809,497046,1984,UJSO,"$26,661.00",3175,4/11/2010,356361854,RCJB
6/4/2017,806590950465,43325,KIOA,143112,701802,1980,BEPL,"$9,656.00",58664,1/5/2005,699992314,AEMO
9/7/2011,139288642388,40111,CUYM,136233,265172,2011,RGOC,"$5,510.00",1164,7/19/2013,773791043,RKUB
5/27/2014,782524663099,44090,GIWQ,85919,729557,1990,OUMJ,"$7,058.00",28084,9/26/2009,300955555,LDLE
4/13/2020,910960425097,44279,EKFB,15586,1011756,1992,ILNB,"$27,399.00",57809,3/28/2010,463095733,DWHH
11/7/2011,362228826879,43687,WOWO,75982,1444920,2015,FUGB,"$13,344.00",81590,9/1/2012,285979758,OCYL
6/30/2018,382956029980,41878,RSRE,70993,995785,1988,FXYI,"$15,611.00",64131,12/12/2013,863488665,ERQS
11/11/2007,422719855694,40921,NIIR,224388,1161211,1984,OVXT,"$6,281.00",87732,12/5/2005,793937384,MDQD
1/9/2012,410826608739,44323,SAYH,68470,1155938,1993,LMTE,"$13,582.00",53001,11/3/2019,306773643,BNEY
2/23/2014,677298976846,40754,XDEW,147579,999556,2009,BCVF,"$16,850.00",61642,8/24/2010,526394925,JVVQ
1/15/2016,553087093460,39378,JWXM,130871,640491,2002,XRNV,"$20,367.00",32450,7/11/2018,450963774,YCOQ
7/24/2005,275429859362,40769,LBGD,190907,1199942,1980,FMYH,"$24,453.00",89996,5/6/2013,361748658,HKHY
12/19/2013,987207113793,43214,YOCI,91188,1181735,1980,AQTU,"$19,707.00",36327,4/8/2011,328579524,TIHK
6/15/2015,327988441072,41603,PPHE,189229,427055,2008,EXUN,"$13,832.00",11737,11/10/2011,588148541,RACO
12/25/2008,664111349237,42576,FVNK,192766,1016238,2016,SYKF,"$18,370.00",54909,12/8/2018,737221532,PLFD
2/1/2011,956557887239,40380,XSOV,88083,404634,1984,ASIH,"$17,306.00",49470,4/28/2009,245555722,ICPB
10/11/2017,915205042383,39853,WDNW,39535,164064,2000,MDED,"$14,762.00",80887,4/27/2020,392672581,KRPD
10/31/2016,369621935479,44009,IIVP,183898,523521,1980,WCRK,"$17,088.00",18980,2/25/2010,204521158,YIFG
5/27/2006,365011613568,42973,YJYT,147441,515649,1990,FRLH,"$19,926.00",26964,3/31/2017,916066221,CBOE
9/19/2020,391420669278,39195,JIKL,90154,349312,2009,WYNW,"$20,534.00",72916,1/17/2007,280188976,DQLL
1/9/2008,661531665085,42795,WGHH,178632,1207064,1991,JQNG,"$15,507.00",63325,10/6/2006,216744216,OCYV
1/28/2019,465271155544,40658,LPDT,49322,321183,2012,LUIB,"$16,649.00",39643,5/26/2013,453073743,YQGS
12/3/2015,576833834532,42689,AFKG,243224,29338,1996,KFRF,"$15,324.00",54901,3/31/2007,799295918,MTOW
10/25/2010,822025525657,40286,CRNC,77343,290653,1981,MYLI,"$16,156.00",37450,10/10/2019,182106034,WHRP
2/12/2015,871405888296,42082,LNVI,94203,1468882,2002,SLJP,"$5,565.00",88325,1/3/2006,487734650,HKIP
6/16/2011,616063647918,41419,JMJF,117364,138486,1997,NFEU,"$13,046.00",98638,4/10/2007,784368103,TNPF
6/11/2017,859478838194,40762,APEP,57397,778982,1992,RBVX,"$10,641.00",1080,5/25/2007,950429159,JBNE
4/18/2018,451125211765,38495,FHJR,106824,393335,2022,XQBJ,"$9,015.00",55982,1/5/2012,374244382,XOYV
11/21/2011,168751947632,41163,GBDX,195783,1061545,2011,DNQU,"$15,513.00",14658,1/5/2007,987700313,BVPS
3/26/2019,332024692483,43544,RWNK,240720,1457759,2015,JTGA,"$29,367.00",87235,10/24/2011,302098475,TIEQ
8/6/2018,499368833430,39965,RKVX,167332,382284,2004,IEBV,"$11,923.00",29605,9/16/2020,929151075,WLGT
12/18/2019,316816173805,41261,CRWT,108202,701963,2005,IUGL,"$16,183.00",824,5/14/2019,679077335,LKSR
6/1/2006,454110310671,41980,HHOL,40427,1247322,2022,OLLI,"$15,169.00",32826,10/19/2011,981873309,JAXN
6/22/2011,108555761064,42704,TLML,38602,588493,2002,XBTT,"$25,366.00",79794,3/5/2016,485567507,JXEN
7/5/2009,717881345339,43239,HLVI,142483,1151824,2012,JFLE,"$14,660.00",62129,10/24/2009,183530893,DUQQ
7/18/2017,113027213326,42495,LXGN,48380,430594,2013,SJOI,"$24,958.00",91293,1/13/2010,221832156,VDQN
7/15/2017,100789934553,39099,GGTA,64182,1358784,1981,TOJJ,"$6,697.00",55017,9/30/2010,888630703,BOCI
6/21/2005,515546669969,41155,PMWP,4656,38301,2014,QYAA,"$29,250.00",58006,10/6/2017,601396861,LSFY
9/21/2015,349369963934,41281,YEVG,94825,219195,2004,FWNE,"$10,499.00",9402,2/7/2011,752550172,KJAC
3/26/2010,958453075324,40287,QLSH,162251,1190428,2017,VRJC,"$13,116.00",76578,11/3/2014,512098423,EJXY
7/12/2020,756527616488,42099,VKEB,208052,501616,2000,QNTA,"$11,000.00",4350,3/8/2011,859391563,DLOK
1/10/2017,763639183752,39623,QVAC,15152,132445,1999,GWVC,"$17,639.00",39392,3/21/2012,272944715,WRIV
2/26/2021,327141496547,44151,FDNI,162156,518946,2017,DSXI,"$7,014.00",65799,6/2/2009,757594954,IDIH
6/3/2005,369319163240,39042,VSWN,169906,988126,2019,DOAO,"$23,272.00",61283,12/31/2014,513949104,GPOI
11/18/2009,355284451347,40934,PIMV,16699,237232,1989,YKIE,"$10,092.00",32277,7/13/2015,345385853,VGYH
1/13/2021,585303412944,41240,LDOD,145461,471579,1982,BCXE,"$11,929.00",55757,7/20/2005,463109621,RMYP
9/21/2017,545934944924,40595,DUYL,16981,348391,1991,CTWK,"$19,208.00",41277,2/18/2005,368302752,YIJN
2/21/2014,709820880071,44269,MXDJ,183964,476496,1996,MBQT,"$16,498.00",27786,3/27/2011,672216996,FLXE
8/30/2011,431796816143,39439,FJYC,231427,46251,2017,DFSB,"$19,799.00",50545,2/23/2008,517789816,TEPS
2/16/2019,357158473204,41287,BBTF,241920,85863,1985,SPAH,"$19,473.00",16852,4/20/2015,979031869,BJCO
5/7/2016,440248869309,43355,ILPJ,158375,1089663,2015,BRJG,"$8,131.00",57975,9/9/2011,525519304,YILO
10/7/2017,578162938569,38530,HABG,59173,455874,1986,TYWV,"$23,873.00",6920,7/6/2017,635712835,CBSN
1/27/2008,310113229497,41930,YCLN,136243,869098,1995,IOEI,"$20,173.00",37245,7/10/2019,337898549,BKVO
9/18/2020,694363203852,41017,XXRE,31456,1082023,1998,DBHD,"$5,976.00",24657,2/20/2020,725660823,GRHK
5/16/2016,229289065804,43938,FBYE,98255,799150,2013,MWYL,"$12,610.00",57226,1/28/2013,492107519,PGAG
11/4/2012,535831112581,41428,YQMH,162660,1003448,2021,QLGT,"$18,234.00",36465,3/16/2015,706941639,JWCN
1/22/2017,206586310032,42335,GOKQ,108004,1181202,2001,UHXQ,"$15,503.00",65253,2/5/2013,344807014,HWOS
12/7/2016,867922232279,44260,CBKB,15760,498144,1994,OMVU,"$16,096.00",74505,12/7/2020,119238794,KSTA
1/10/2005,831359424312,42551,SJRL,248064,1281912,2013,AUHC,"$19,656.00",46750,3/22/2008,580964842,QELT
11/20/2015,803060954041,42548,CYKV,47058,1239098,1990,CDHF,"$17,225.00",25566,3/7/2006,852267882,SVAR
3/19/2017,747652544182,42266,DUQL,188662,1497618,1981,HXHH,"$6,601.00",5780,10/23/2009,339496377,COBG
12/12/2011,631397223329,40907,OWGO,219360,639104,2022,LJUW,"$12,452.00",90707,6/26/2005,421458526,YGPD
12/27/2012,743194708774,39837,EFIN,24685,1299644,1987,MLBA,"$22,531.00",67539,11/14/2008,178843577,NJYA
10/1/2010,624424868557,38515,WABT,178316,1429909,2018,KBOY,"$27,656.00",12401,9/13/2019,926500024,RMCK
1/28/2021,153220571319,39593,GMVD,20631,1335323,1984,SBKS,"$10,383.00",79724,8/8/2006,696273956,DWJO
4/23/2020,794782809795,44291,ASWC,246716,1458424,1997,GLAS,"$29,193.00",96352,3/30/2006,370384283,BRUY
9/22/2020,313034648279,41660,YORJ,201765,1465411,2005,QESI,"$22,813.00",75294,5/8/2009,644431404,BPVO
12/17/2018,955041163444,42428,JTNV,98108,476524,1982,CPIF,"$25,332.00",62335,1/27/2011,201509130,RSIF
10/25/2019,177602637444,39493,UBDA,128187,80976,1993,FTRQ,"$5,402.00",65224,7/11/2018,225189996,JBFV
4/28/2019,250201139595,42476,STMO,132298,275145,2003,TYDB,"$9,784.00",9682,4/5/2017,965182556,UNLH
4/16/2010,110164576014,42438,FISA,86274,846512,2010,GMYJ,"$19,054.00",12176,11/24/2018,409638366,LWOT
4/16/2014,830115745798,40015,UGJQ,3674,682788,2020,VDCR,"$8,738.00",4232,9/2/2007,339766095,SWQF
1/30/2009,931661209793,39023,PMFI,204546,1247539,2007,YUKP,"$17,078.00",21010,12/28/2014,142356130,NGUM
11/16/2013,236588250849,42508,TQRA,87678,481897,1998,RMKP,"$19,954.00",92696,8/2/2012,508291237,ISWL
1/1/2018,608198594588,41220,FMYF,167329,728695,2017,LASX,"$14,797.00",91283,1/11/2011,154149508,CDFJ
11/22/2006,158358759731,41248,BWGD,162370,345807,1999,SFQV,"$19,410.00",43749,10/15/2020,320576192,TSBP
5/4/2009,932206809608,42602,JALI,222036,1144868,2010,WWFI,"$7,866.00",52113,10/16/2020,879015371,OXQO
6/11/2006,928690724337,40984,MNOO,203871,1147808,2019,PITI,"$20,533.00",51606,2/18/2013,220862724,NGAV
3/12/2008,454557108954,42906,SARR,29729,880258,2012,UVRE,"$22,750.00",28425,9/18/2016,455040296,IYYL
11/12/2012,323276233984,38438,EEHH,158367,191564,1991,FBNF,"$11,370.00",24148,8/2/2016,209309748,KJRS
12/5/2010,637671119392,42756,BMAE,210303,262218,1991,SRCQ,"$5,495.00",26969,10/20/2016,774764876,SQFQ
5/13/2010,949459648604,42255,KQSJ,238495,722211,1989,IKRN,"$26,528.00",3260,1/23/2016,125148515,YMJP
8/9/2018,594391203223,39670,LMNJ,224656,583615,2008,XWUE,"$14,943.00",33598,1/15/2013,635616048,EDWR
2/3/2013,885417947403,40532,PQCK,55793,96550,1981,LJFI,"$26,785.00",27551,4/16/2005,458071569,NSSP
10/18/2006,132692454058,38627,JYHV,52040,859464,1989,EAAX,"$11,720.00",53100,8/14/2009,255508146,GKML
10/2/2007,734324353151,42391,BLFE,34866,72223,1999,HSGJ,"$17,889.00",76895,8/13/2006,230950192,FWJM
2/5/2015,153632228022,41236,BCSU,246286,509430,1996,ALBS,"$20,523.00",18069,2/17/2013,250624157,DNRA
1/15/2015,653370603253,38444,BRHR,147993,268577,2009,TIHE,"$19,816.00",22520,11/8/2014,840021896,BYRG
8/5/2019,718489557012,43582,QPVL,213132,43869,2013,MQQG,"$9,714.00",32358,11/5/2008,792514381,AGMU
12/3/2013,920847159628,40256,JYFH,144780,279277,1981,RQBN,"$29,328.00",16335,5/5/2005,172342911,JMSA
6/11/2020,962895815563,39877,FLWL,5806,499621,1983,LWFX,"$28,653.00",81989,2/2/2013,648601523,PUQQ
11/27/2011,131616775184,42043,LFDL,235796,1094978,1989,WAJF,"$15,773.00",67488,9/8/2018,648955860,UVAY
5/26/2005,250762206513,41648,JFMH,195408,1480310,1994,XKLD,"$5,381.00",46065,7/28/2013,775388071,NILQ
6/9/2006,497905614096,40431,GACS,107560,671512,1999,QYKM,"$5,981.00",84173,2/2/2015,415585731,FUOU
5/30/2008,321645122294,38918,UTMO,210495,1005277,1997,QSVI,"$13,678.00",22233,4/7/2014,646357700,WWSO
12/3/2016,459337482455,43302,BAOM,141382,428760,1998,NAHM,"$22,773.00",73787,10/2/2016,140768016,OPAN
10/9/2018,442346244943,44302,MUWY,109447,15043,2011,TVOX,"$21,345.00",65442,2/2/2008,708803235,CTHH
12/15/2012,324817572733,41175,JNAK,28975,520607,1986,YPFH,"$18,928.00",46567,12/3/2018,499464067,FHSF
6/28/2006,860319030842,38828,JESA,175027,433900,1990,AMMF,"$13,309.00",40425,1/28/2020,935457758,JYVC
12/3/2011,525818208104,38813,JQBD,169829,1223017,1983,WMDX,"$28,571.00",16887,5/22/2016,554073076,TRVU
5/23/2005,413963168733,38493,FUHT,239983,521393,2008,EYRS,"$12,335.00",43346,6/19/2007,960531981,FBNL
10/16/2015,422719345125,40425,JSXR,222710,1158158,2002,UXCI,"$14,330.00",34905,8/11/2006,475267242,LHEE
8/5/2011,557056774023,41954,IWIX,104188,1282328,1993,CHAU,"$8,070.00",37141,11/18/2015,816057109,FGJB
2/17/2013,885325133510,41397,JOAN,200478,360960,1997,NIQI,"$15,654.00",59940,1/13/2015,923523507,BPYQ
3/25/2013,133142941360,43749,NISU,171511,1085081,2002,QBMA,"$12,003.00",19594,4/6/2015,246598248,WALQ
7/9/2011,848026861043,42443,BLXA,78394,1443043,2021,DCNT,"$22,468.00",38936,8/26/2012,285185766,HTGH
1/24/2018,705201228837,41747,ERIU,155496,482210,2009,IARC,"$21,694.00",49797,4/19/2019,719553478,XIML
4/14/2017,697150500756,42809,JHJL,21014,198341,1984,UWUN,"$13,414.00",19868,10/4/2007,591259184,XDVJ
5/7/2010,928762558861,41746,JEON,48624,567414,2002,KEIQ,"$28,943.00",64069,3/13/2014,238313045,XFCW
8/2/2006,380953780781,38548,HIHQ,87665,962479,2020,HVXW,"$28,027.00",84873,4/14/2021,555120387,WGBF
8/27/2016,507938900521,41421,KOED,168016,839110,1982,ACGP,"$12,452.00",28971,9/20/2009,438259957,SLXY
5/10/2017,484982820598,43918,FABK,203568,131787,2009,AQAL,"$27,012.00",62913,8/1/2018,829443771,MNTY
1/13/2009,306630014655,42312,KWJW,121487,226090,2013,DPQA,"$8,838.00",89321,5/10/2019,115498688,HNUX
1/31/2014,400830520062,39351,OATS,133294,315456,2006,XVSP,"$25,810.00",91515,8/29/2005,280726463,PQVC
6/18/2015,397235536807,41670,QGQX,246837,108953,2021,EEEH,"$29,613.00",50731,8/31/2006,527666295,VAAL
5/7/2014,943840111188,42615,LICO,232193,380681,2006,YOVJ,"$13,538.00",64007,8/22/2006,509987090,LUDM
10/13/2007,620157701386,43428,OHWB,44552,791011,2014,ONLD,"$20,225.00",87491,3/9/2012,170384664,XJIG
12/29/2014,174362444105,40218,QIKI,76224,28172,1994,FNPO,"$6,462.00",77624,7/7/2008,853974897,DKJL
6/12/2009,635651656381,42001,ECHY,104253,96930,1986,FJUU,"$17,389.00",31015,5/26/2014,984843276,BHGH
7/30/2014,922510938653,40939,JHQL,178794,71637,2022,JLAS,"$17,220.00",2228,10/8/2011,196322319,UEUX
6/27/2009,269406888463,43533,YLRS,22366,686295,1987,CFIX,"$28,277.00",85191,7/6/2011,587459364,NJCR
9/20/2013,752985034310,42126,NNWA,43245,1246819,2010,MQNG,"$9,874.00",14601,1/13/2007,611592256,OKHF
4/14/2006,361673773119,38625,DVFT,154692,1283849,1990,YAFC,"$10,740.00",42152,5/31/2016,135159206,UGVN
4/1/2014,174780156865,43234,ERJR,125962,1458426,2003,NUSM,"$26,695.00",93288,2/7/2016,686501097,BWBX
3/3/2010,111648527885,41073,TTBT,86790,384446,2016,OKTQ,"$19,431.00",64356,4/20/2020,885987040,SHUJ
4/17/2016,761118511060,41262,NKEA,243136,848652,2011,EBDD,"$24,711.00",79909,5/1/2006,386450109,HYRB
1/30/2015,281872133926,42869,MVTT,169798,408440,1992,CJLM,"$8,344.00",31357,8/8/2016,678715230,TPPY
9/2/2016,903673588208,43695,CJXU,80176,1166322,2015,RUXY,"$28,841.00",79206,6/7/2016,406889817,DQHL
10/20/2014,867073792620,41788,NYXR,220512,214634,1980,EMAH,"$29,419.00",67086,11/10/2013,713950322,LMBX
4/6/2021,858393603850,38381,CPVH,175303,342691,1982,YLOQ,"$25,885.00",68761,10/20/2015,708305627,RFLS
11/6/2008,496497112056,42456,FWTQ,208933,791251,2014,VVQC,"$27,919.00",6359,7/6/2005,257769452,SFQW
11/2/2005,819537551564,42489,TERO,186544,1238319,1982,GWJA,"$5,263.00",5166,3/27/2009,841393914,RSNN
3/21/2007,994400883743,40229,HPPM,53055,1134029,2019,TSFI,"$8,429.00",88176,8/10/2015,724854684,EUGJ
5/9/2005,475815062139,40599,FQPB,220384,1266683,1995,OIJT,"$27,869.00",64249,9/17/2015,231252468,MBTC
7/24/2019,369051877453,38367,DTYD,182519,401417,1987,UYRN,"$22,802.00",84250,2/11/2007,406908511,ADUD
8/7/2020,994976214130,41364,GTTV,92586,1171473,2017,FBMY,"$24,285.00",14094,10/22/2015,582407498,FCWY
8/20/2017,992863438777,41412,YTMD,126800,774256,1985,GHAM,"$29,760.00",60259,2/2/2018,452131527,CWDQ
7/27/2013,158348983781,39184,QAMC,125757,1187045,1993,MUVG,"$15,459.00",49417,3/6/2014,961822712,KKMT
8/21/2011,414929874819,40716,SHQA,155271,706947,1984,KVQV,"$16,386.00",96273,11/14/2018,638838222,MNJM
2/2/2005,827502112975,39308,JUBS,52545,184797,2007,EHTT,"$23,206.00",80564,7/9/2019,106579561,QFKV
12/3/2011,959428456621,40611,DQFN,80717,1224279,2019,FGKL,"$12,238.00",53420,12/5/2014,119802758,QVQQ
5/7/2008,294564022248,40983,FMJT,194668,818518,1984,HNDT,"$19,956.00",68668,10/18/2007,623888457,BSXS
8/26/2020,289381415622,41557,VYFM,196412,646979,2011,JPMH,"$17,546.00",3420,7/18/2005,300403209,UDUF
5/31/2016,814211774022,43163,TORB,124391,1475631,2019,INIU,"$27,697.00",87395,5/19/2011,711007703,JLCN
2/14/2007,193080464939,40473,MRDC,167610,1371285,2006,RPGV,"$7,161.00",43636,3/22/2011,992620424,XMBD
6/10/2010,377727044131,43429,GDDO,223494,644973,2019,IQXV,"$12,778.00",10503,3/6/2009,524342485,DYCM
2/4/2012,100874399119,40157,EMYV,178354,631017,2010,KIAY,"$15,691.00",5586,5/4/2015,905809010,ILYM
6/16/2014,701880585418,39034,MLNP,247967,254250,1994,RJRE,"$17,396.00",20654,1/7/2016,793615018,DWFV
5/3/2010,491621802908,38542,UYFT,221684,1137584,1989,JAXK,"$22,234.00",52542,7/3/2016,174070467,UURA
4/15/2016,922147304076,43727,PIUO,239701,422542,1983,LAEE,"$15,203.00",88682,9/7/2014,376995857,GIKB
10/18/2006,362340034290,39564,YKWH,189202,610162,2015,KPWB,"$18,450.00",20475,11/9/2020,217007812,EQBQ
